Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Subject_Object,Normalized_Subject_Object,Category_BERT_Keywords
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,COVID-19-induced neurological symptoms,Missing,Missing,inflammatory factor,decreases,maintenance of blood-brain barrier,CBM,inflammatory factor maintenance of blood-brain barrier,inflammatory factor maintenance of blood brain barrier,Viral Entry and Neuroinvasion
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,COVID-19,increases,calcium(2+),CBM,COVID-19 calcium(2+),covid 19 calcium(2+),Vascular Effects
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,calcium(2+),increases,GluN2B overactivation,CBM,calcium(2+) GluN2B overactivation,calcium(2+) glun2b overactivation,Viral Entry and Neuroinvasion
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,GluN2B overactivation,increases,apoptotic signaling pathway,CBM,GluN2B overactivation apoptotic signaling pathway,glun2b overactivation apoptotic signaling pathway,Neurodegenerative Mechanisms
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,COVID-19,increases,Abnormality of mitochondrial metabolism,CBM,COVID-19 Abnormality of mitochondrial metabolism,covid 19 abnormality of mitochondrial metabolism,Systemic Cross-Organ Effects
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,Abnormality of mitochondrial metabolism,decreases,ATP biosynthetic process,CBM,Abnormality of mitochondrial metabolism ATP biosynthetic process,abnormality of mitochondrial metabolism atp biosynthetic process,Systemic Cross-Organ Effects
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,negative regulation of ATP biosynthetic process,increases,mPTP opening,CBM,negative regulation of ATP biosynthetic process mPTP opening,negative regulation of atp biosynthetic process mptp opening,Viral Entry and Neuroinvasion
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,negative regulation of ATP biosynthetic process,increases,cytochrome c,CBM,negative regulation of ATP biosynthetic process cytochrome c,negative regulation of atp biosynthetic process cytochrome c,Systemic Cross-Organ Effects
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,negative regulation of ATP biosynthetic process,increases,reactive oxygen species,CBM,negative regulation of ATP biosynthetic process reactive oxygen species,negative regulation of atp biosynthetic process reactive oxygen species,Systemic Cross-Organ Effects
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,mPTP opening,increases,neuron apoptotic process,CBM,mPTP opening neuron apoptotic process,mptp opening neuron apoptotic process,Neurodegenerative Mechanisms
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,cytochrome c,increases,neuron apoptotic process,CBM,cytochrome c neuron apoptotic process,cytochrome c neuron apoptotic process,Neurodegenerative Mechanisms
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,reactive oxygen species,increases,neuron apoptotic process,CBM,reactive oxygen species neuron apoptotic process,reactive oxygen species neuron apoptotic process,Systemic Cross-Organ Effects
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,COVID-19,increases,iron metabolism disease,CBM,COVID-19 iron metabolism disease,covid 19 iron metabolism disease,Systemic Cross-Organ Effects
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,COVID-19,increases,Iron accumulation in brain,CBM,COVID-19 Iron accumulation in brain,covid 19 iron accumulation in brain,Neurodegenerative Mechanisms
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,iron metabolism disease,increases,Lipid Peroxidation,CBM,iron metabolism disease Lipid Peroxidation,iron metabolism disease lipid peroxidation,Neurodegenerative Mechanisms
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,Iron accumulation in brain,increases,Lipid Peroxidation,CBM,Iron accumulation in brain Lipid Peroxidation,iron accumulation in brain lipid peroxidation,Neurodegenerative Mechanisms
image_59,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs10787-023-01176-2/MediaObjects/10787_2023_1176_Fig4_HTML.png,36892679,Missing,Missing,Missing,Lipid Peroxidation,increases,ferroptosis,CBM,Lipid Peroxidation ferroptosis,lipid peroxidation ferroptosis,Neurodegenerative Mechanisms
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,COVID-19,increases,negative regulation of blood-brain barrier permeability,CBM,COVID-19 negative regulation of blood-brain barrier permeability,covid 19 negative regulation of blood brain barrier permeability,Viral Entry and Neuroinvasion
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,negative regulation of blood-brain barrier permeability,increases,Severe acute respiratory syndrome coronavirus 2 entry into the blood,CBM,negative regulation of blood-brain barrier permeability Severe acute respiratory syndrome coronavirus 2 entry into the blood,negative regulation of blood brain barrier permeability severe acute respiratory syndrome coronavirus 2 entry into the blood,Systemic Cross-Organ Effects
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,Severe acute respiratory syndrome coronavirus 2 entry into the blood,increases,endocytosis,CBM,Severe acute respiratory syndrome coronavirus 2 entry into the blood endocytosis,severe acute respiratory syndrome coronavirus 2 entry into the blood endocytosis,Systemic Cross-Organ Effects
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,endocytosis,increases,macrophage activation,CBM,endocytosis macrophage activation,endocytosis macrophage activation,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,endocytosis,increases,astrocyte activation,CBM,endocytosis astrocyte activation,endocytosis astrocyte activation,Viral Entry and Neuroinvasion
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,macrophage activation,increases,IL6,CBM,macrophage activation IL6,macrophage activation il6,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,macrophage activation,increases,TNF,CBM,macrophage activation TNF,macrophage activation tnf,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,macrophage activation,increases,IL13,CBM,macrophage activation IL13,macrophage activation il13,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,macrophage activation,increases,IL2,CBM,macrophage activation IL2,macrophage activation il2,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,macrophage activation,increases,IL4,CBM,macrophage activation IL4,macrophage activation il4,Systemic Cross-Organ Effects
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,macrophage activation,increases,TGFB1,CBM,macrophage activation TGFB1,macrophage activation tgfb1,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,macrophage activation,increases,IFNG,CBM,macrophage activation IFNG,macrophage activation ifng,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,macrophage activation,increases,CXCL8,CBM,macrophage activation CXCL8,macrophage activation cxcl8,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,mature astrocyte,increases,IL6,CBM,mature astrocyte IL6,mature astrocyte il6,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,mature astrocyte,increases,TNF,CBM,mature astrocyte TNF,mature astrocyte tnf,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,mature astrocyte,increases,IL13,CBM,mature astrocyte IL13,mature astrocyte il13,Viral Entry and Neuroinvasion
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,mature astrocyte,increases,IL2,CBM,mature astrocyte IL2,mature astrocyte il2,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,mature astrocyte,increases,IL4,CBM,mature astrocyte IL4,mature astrocyte il4,Viral Entry and Neuroinvasion
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,mature astrocyte,increases,TGFB1,CBM,mature astrocyte TGFB1,mature astrocyte tgfb1,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,mature astrocyte,increases,IFNG,CBM,mature astrocyte IFNG,mature astrocyte ifng,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,cerebrovascular disease,Brain,Missing,mature astrocyte,increases,CXCL8,CBM,mature astrocyte CXCL8,mature astrocyte cxcl8,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,COVID-19,Brain,Missing,IL6,increases,cytokine leak,CBM,IL6 cytokine leak,il6 cytokine leak,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,COVID-19,Brain,Missing,TNF,increases,cytokine leak,CBM,TNF cytokine leak,tnf cytokine leak,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,COVID-19,Brain,Missing,IL13,increases,cytokine leak,CBM,IL13 cytokine leak,il13 cytokine leak,Viral Entry and Neuroinvasion
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,COVID-19,Brain,Missing,IL2,increases,cytokine leak,CBM,IL2 cytokine leak,il2 cytokine leak,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,COVID-19,Brain,Missing,IL4,increases,cytokine leak,CBM,IL4 cytokine leak,il4 cytokine leak,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,COVID-19,Brain,Missing,TGFB1,increases,cytokine leak,CBM,TGFB1 cytokine leak,tgfb1 cytokine leak,Viral Entry and Neuroinvasion
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,COVID-19,Brain,Missing,IFNG,increases,cytokine leak,CBM,IFNG cytokine leak,ifng cytokine leak,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,COVID-19,Brain,Missing,CXCL8,increases,cytokine leak,CBM,CXCL8 cytokine leak,cxcl8 cytokine leak,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,COVID-19,Brain,Missing,IL6,increases,Endothelial Attenuation,CBM,IL6 Endothelial Attenuation,il6 endothelial attenuation,Immune and Inflammatory Response
image_60,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12035-021-02318-9/MediaObjects/12035_2021_2318_Fig3_HTML.png,33715108,COVID-19,Brain,Missing,TNF,increases,Endothelial Attenuation,CBM,TNF Endothelial Attenuation,tnf endothelial attenuation,Viral Entry and Neuroinvasion
